7,7,Cloud,0.4579918384552002
2,2,Cloud,0.2839937210083008
1,1,Cloud,0.28381896018981934
0,0,Cloud,0.31494760513305664
4,4,Cloud,0.2959918975830078
1,1,Cloud,0.28212785720825195
4,4,Cloud,0.27384328842163086
9,9,Cloud,0.2722811698913574
5,5,Cloud,0.2723965644836426
9,9,Cloud,0.2785453796386719
0,0,Cloud,0.3868389129638672
6,6,Cloud,0.2852897644042969
9,9,Cloud,0.2839469909667969
0,0,Cloud,0.29154467582702637
1,1,Cloud,0.37970399856567383
5,5,Cloud,0.2869987487792969
9,9,Cloud,0.31066465377807617
7,7,Cloud,0.3601515293121338
3,3,Cloud,0.38504505157470703
4,4,Cloud,0.3881344795227051
9,9,Cloud,0.2931201457977295
6,6,Cloud,0.3790407180786133
6,6,Cloud,0.3849947452545166
5,5,Cloud,0.28499579429626465
4,4,Cloud,0.2859838008880615
0,0,Cloud,0.28132057189941406
7,7,Cloud,0.283843994140625
4,4,Cloud,0.28418636322021484
0,0,Cloud,0.38808250427246094
1,1,Cloud,0.38634634017944336
3,3,Cloud,0.28415489196777344
1,1,Cloud,0.2840909957885742
3,3,Cloud,0.28494787216186523
4,4,Cloud,0.28525686264038086
7,7,Cloud,0.2865564823150635
2,2,Cloud,0.2822437286376953
7,7,Cloud,0.2840240001678467
1,1,Cloud,0.2849252223968506
2,2,Cloud,0.28472352027893066
1,1,Cloud,0.2847557067871094
1,1,Cloud,0.2846827507019043
7,7,Cloud,0.2870066165924072
4,4,Cloud,0.2819836139678955
2,2,Cloud,0.28400230407714844
3,3,Cloud,0.28522586822509766
5,5,Cloud,0.38761115074157715
1,1,Cloud,0.2846524715423584
2,2,Cloud,0.2833526134490967
4,4,Cloud,0.2843785285949707
4,4,Cloud,0.28650569915771484
6,6,Cloud,0.28600454330444336
3,3,Cloud,0.2810022830963135
5,5,Cloud,0.2843656539916992
5,5,Cloud,0.3882181644439697
6,6,Cloud,0.38584232330322266
0,0,Cloud,0.2850053310394287
4,4,Cloud,0.2839815616607666
1,1,Cloud,0.2840421199798584
9,9,Cloud,0.28516602516174316
5,5,Cloud,0.2827904224395752
7,7,Cloud,0.285006046295166
8,8,Cloud,0.2860243320465088
9,9,Cloud,0.38730287551879883
3,3,Cloud,0.28403449058532715
7,7,Cloud,0.2840132713317871
4,4,Cloud,0.2842082977294922
6,6,Cloud,0.28603219985961914
4,4,Cloud,0.2822232246398926
3,3,Cloud,0.284778356552124
0,0,Cloud,0.28499627113342285
7,7,Cloud,0.2850046157836914
0,0,Cloud,0.3860204219818115
2,2,Cloud,0.2839818000793457
9,9,Cloud,0.3879966735839844
1,1,Cloud,0.28200745582580566
7,7,Cloud,0.28531789779663086
3,3,Cloud,0.2848813533782959
2,2,Cloud,0.3860042095184326
9,9,Cloud,0.285463809967041
7,7,Cloud,0.3874356746673584
7,7,Cloud,0.2830057144165039
6,6,Cloud,0.28484153747558594
2,2,Cloud,0.2848238945007324
7,7,Cloud,0.2841320037841797
8,8,Cloud,0.2899971008300781
4,4,Cloud,0.2780003547668457
7,7,Cloud,0.28499913215637207
3,3,Cloud,0.2848474979400635
6,6,Cloud,0.28630828857421875
1,1,Cloud,0.28099846839904785
3,3,Cloud,0.2890002727508545
6,6,Cloud,0.2802727222442627
9,9,Cloud,0.29254150390625
3,3,Cloud,0.27703380584716797
1,1,Cloud,0.28441572189331055
4,4,Cloud,0.28717756271362305
1,1,Cloud,0.2813901901245117
7,7,Cloud,0.28600096702575684
6,6,Cloud,0.2839946746826172
9,9,Cloud,0.28399085998535156
6,6,Cloud,0.2850034236907959
0,0,Cloud,0.2847588062286377
5,5,Cloud,0.2842836380004883
4,4,Cloud,0.2851567268371582
9,9,Cloud,0.3009920120239258
9,9,Cloud,0.2729935646057129
2,2,Cloud,0.28099656105041504
1,1,Cloud,0.38234996795654297
9,9,Cloud,0.28684520721435547
4,4,Cloud,0.2809946537017822
8,8,Cloud,0.28600120544433594
7,7,Cloud,0.2830033302307129
3,3,Cloud,0.283888578414917
9,9,Cloud,0.2851572036743164
7,7,Cloud,0.2840144634246826
4,4,Cloud,0.2848169803619385
4,4,Cloud,0.2830049991607666
4,4,Cloud,0.28507542610168457
9,9,Cloud,0.2839984893798828
2,2,Cloud,0.28366899490356445
5,5,Cloud,0.2839963436126709
4,4,Cloud,0.2841763496398926
7,7,Cloud,0.2839975357055664
6,6,Cloud,0.29448533058166504
7,7,Cloud,0.27588343620300293
9,9,Cloud,0.28400731086730957
